type,repo_name,actor_login,event,issue_url,html_url,title,created_at
IssuesEvent,twbs/bootstrap,timo002,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15680","https://github.com/twbs/bootstrap/issues/15680","Carousel.js error on scrolling",2015-01-27 15:16:29.000000
IssuesEvent,twbs/bootstrap,timo002,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15680","https://github.com/twbs/bootstrap/issues/15680","Carousel.js error after 5 seconds",2015-01-27 15:27:25.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15536","https://github.com/twbs/bootstrap/issues/15536","form-control-static does not take into account form-group-sm and lg",2015-01-16 00:05:02.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15530","https://github.com/twbs/bootstrap/issues/15530","grid variation without column padding",2015-01-16 00:38:48.000000
IssuesEvent,twbs/bootstrap,dapperdanhorvath,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15492","https://github.com/twbs/bootstrap/issues/15492","Modal background scrollable on iOS devices",2015-01-05 15:34:43.000000
IssuesEvent,twbs/bootstrap,asok17,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15548","https://github.com/twbs/bootstrap/issues/15548","Column margin top when viewing < 768px",2015-01-12 18:19:44.000000
IssuesEvent,twbs/bootstrap,patrickhlauke,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15713","https://github.com/twbs/bootstrap/issues/15713","How to access global vars in Meteor?",2015-01-31 12:01:54.000000
IssuesEvent,twbs/bootstrap,juthilo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15361","https://github.com/twbs/bootstrap/issues/15361","When screen width is 720px or less, glyphicon is taller than input control in one input group",2015-01-08 14:29:02.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15598","https://github.com/twbs/bootstrap/issues/15598","add own icons to icon set",2015-01-19 10:24:23.000000
IssuesEvent,twbs/bootstrap,cweinreben,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15601","https://github.com/twbs/bootstrap/issues/15601","Position of X-UA-Compatible <meta> tag should be mentioned in the \""Browser and device support\"" doc",2015-01-19 10:33:05.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15671","https://github.com/twbs/bootstrap/issues/15671","BS 3.3.2 is not available on Nuget yet",2015-01-26 21:09:52.000000
IssuesEvent,twbs/bootstrap,rasca,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15672","https://github.com/twbs/bootstrap/issues/15672","Table breaks inside collapsible panel",2015-01-26 21:12:20.000000
IssuesEvent,twbs/bootstrap,bradlis7,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15692","https://github.com/twbs/bootstrap/issues/15692","Add .list-group-condensed",2015-01-28 21:56:12.000000
IssuesEvent,twbs/bootstrap,hn1,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15579","https://github.com/twbs/bootstrap/issues/15579","Modal Dialog",2015-01-16 01:14:17.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15500","https://github.com/twbs/bootstrap/issues/15500","Document that tooltip methods are async",2015-01-16 01:22:17.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15579","https://github.com/twbs/bootstrap/issues/15579","Modal Dialog",2015-01-16 01:23:29.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15634","https://github.com/twbs/bootstrap/issues/15634","Carousel slide direction",2015-01-30 01:51:23.000000
IssuesEvent,twbs/bootstrap,dapperdanhorvath,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15492","https://github.com/twbs/bootstrap/issues/15492","Modal background scrollable on iOS devices",2015-01-05 18:09:01.000000
IssuesEvent,twbs/bootstrap,patrickhlauke,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15666","https://github.com/twbs/bootstrap/issues/15666","anchor tag data not accessible when clicking on glyphicons inside the anchor tag",2015-01-25 13:42:19.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15717","https://github.com/twbs/bootstrap/issues/15717","add variable for RTL support",2015-01-31 23:13:10.000000
IssuesEvent,twbs/bootstrap,dondi,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15607","https://github.com/twbs/bootstrap/issues/15607","tooltip/popover 'destroy' needs event",2015-01-19 21:28:13.000000
IssuesEvent,twbs/bootstrap,cvrebert,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15608","https://github.com/twbs/bootstrap/issues/15608","Derivation of @popover-max-width's value?",2015-01-19 21:29:20.000000
IssuesEvent,twbs/bootstrap,adam-garrow,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15609","https://github.com/twbs/bootstrap/issues/15609","class=\""active\"" not updating",2015-01-19 21:56:24.000000
IssuesEvent,twbs/bootstrap,enriqg9,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15248","https://github.com/twbs/bootstrap/issues/15248","Affix jumps before returning to its original position",2015-01-21 05:30:23.000000
IssuesEvent,twbs/bootstrap,draganbabic,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15615","https://github.com/twbs/bootstrap/issues/15615",".media-body element not spanning full width",2015-01-20 11:42:21.000000
IssuesEvent,twbs/bootstrap,joao-gsneto,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15655","https://github.com/twbs/bootstrap/issues/15655","Provides a \""col-all-1..12\"" class",2015-01-23 18:16:53.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15655","https://github.com/twbs/bootstrap/issues/15655","Provides a \""col-all-1..12\"" class",2015-01-23 18:21:04.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15128","https://github.com/twbs/bootstrap/issues/15128","Customizer doesn't report if there's an error in the configuration",2015-01-08 19:12:22.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15201","https://github.com/twbs/bootstrap/issues/15201","Standalone Collapse Component Broken",2015-01-08 19:22:22.000000
IssuesEvent,twbs/bootstrap,mewsoft,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15523","https://github.com/twbs/bootstrap/issues/15523","Bootstrap Off Canvas Does Not Show Full Height SideBar",2015-01-08 19:58:28.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15675","https://github.com/twbs/bootstrap/issues/15675","Is line-height of input redundancy ?",2015-01-27 16:30:13.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15513","https://github.com/twbs/bootstrap/issues/15513","Dreamweaver crashes opening HTML or PHP files calling Boostrap 3 files",2015-01-07 18:07:39.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15514","https://github.com/twbs/bootstrap/issues/15514","Minor CSS Issue",2015-01-07 18:10:47.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15512","https://github.com/twbs/bootstrap/issues/15512","Navbar example uses markup against doc recomendations ",2015-01-07 18:28:19.000000
IssuesEvent,twbs/bootstrap,lchoros,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15506","https://github.com/twbs/bootstrap/issues/15506","Carousel example",2015-01-06 16:22:24.000000
IssuesEvent,twbs/bootstrap,Reusistic,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15667","https://github.com/twbs/bootstrap/issues/15667","Adding a box behind the text",2015-01-25 16:55:39.000000
IssuesEvent,twbs/bootstrap,kkirsche,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15190","https://github.com/twbs/bootstrap/issues/15190","JQMIGRATE: jQuery.fn.attr('checked') may use property instead of attribute ",2015-01-21 16:40:47.000000
IssuesEvent,twbs/bootstrap,rhill45,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15489","https://github.com/twbs/bootstrap/issues/15489","v3.3.1 possible issue with long modal being unscrollable",2015-01-06 23:57:06.000000
IssuesEvent,twbs/bootstrap,rhill45,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15508","https://github.com/twbs/bootstrap/issues/15508",".modal('show') method does not run when executed within the hidden.bs.modal event",2015-01-06 23:59:28.000000
IssuesEvent,twbs/bootstrap,Nemo64,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15668","https://github.com/twbs/bootstrap/issues/15668","affix bottom fails if position wasn't relative",2015-01-26 11:35:18.000000
IssuesEvent,twbs/bootstrap,morgan-linux,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15669","https://github.com/twbs/bootstrap/issues/15669","Bootstrap displays double scrollbar on modals",2015-01-26 11:45:04.000000
IssuesEvent,twbs/bootstrap,chet28,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15547","https://github.com/twbs/bootstrap/issues/15547","Issues with carousel when using SASS bootstrap",2015-01-12 17:24:40.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15547","https://github.com/twbs/bootstrap/issues/15547","Issues with carousel when using SASS bootstrap",2015-01-12 17:44:06.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15642","https://github.com/twbs/bootstrap/issues/15642","Suggestion for Breadcrumb",2015-01-22 18:52:58.000000
IssuesEvent,twbs/bootstrap,jesusprubio,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15638","https://github.com/twbs/bootstrap/issues/15638","Browserify pollution global namespace ",2015-01-22 18:56:37.000000
IssuesEvent,twbs/bootstrap,Mohammad7070,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15700","https://github.com/twbs/bootstrap/issues/15700","RTL oficial",2015-01-29 16:52:41.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/14776","https://github.com/twbs/bootstrap/issues/14776","scrollspy.js: multiple data targets",2015-01-14 01:00:32.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15465","https://github.com/twbs/bootstrap/issues/15465","Document that calling tooltip/popover .show()/.hide() qualifies as manual triggering",2015-01-14 01:09:01.000000
IssuesEvent,twbs/bootstrap,mujuburcs,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15490","https://github.com/twbs/bootstrap/issues/15490",".col-md-1 elements are displayed in block Level elements in IE 8",2015-01-05 10:12:12.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15521","https://github.com/twbs/bootstrap/issues/15521","v3.3.0 & v3.3.1: Tooltips and popovers with selector throw an error when being destroyed",2015-01-08 17:00:00.000000
IssuesEvent,twbs/bootstrap,whardier,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15702","https://github.com/twbs/bootstrap/issues/15702","navbar-fixed-top issue between 3.2.0 and 3.3.x",2015-01-29 21:42:21.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15537","https://github.com/twbs/bootstrap/issues/15537","When i click on tab i lose data and code not looping throw Model again ?",2015-01-10 23:31:20.000000
IssuesEvent,twbs/bootstrap,Tiscs,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15677","https://github.com/twbs/bootstrap/issues/15677","Black lines in modal on IE 11, Bootstrap version 3.3.2",2015-01-27 10:34:45.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15587","https://github.com/twbs/bootstrap/issues/15587",".media-left should use margin instead of padding",2015-01-16 21:34:10.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15588","https://github.com/twbs/bootstrap/issues/15588","Chrome doesn't honor border-radius on <select>s",2015-01-16 21:34:54.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15586","https://github.com/twbs/bootstrap/issues/15586","Tag versions on gh-pages branch as well.",2015-01-16 21:36:19.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15549","https://github.com/twbs/bootstrap/issues/15549","Bootstrap show wrong media query on Android",2015-01-12 21:00:47.000000
IssuesEvent,twbs/bootstrap,juthilo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15525","https://github.com/twbs/bootstrap/issues/15525","navbar: multiple dropdowns don't work",2015-01-08 23:17:07.000000
IssuesEvent,twbs/bootstrap,artitw,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15666","https://github.com/twbs/bootstrap/issues/15666","anchor tag data not accessible when clicking on glyphicons inside the anchor tag",2015-01-25 10:23:31.000000
IssuesEvent,twbs/bootstrap,saturdaywalkers,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15614","https://github.com/twbs/bootstrap/issues/15614","Add prefix to class and data names to prevent clashes",2015-01-20 10:45:19.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15342","https://github.com/twbs/bootstrap/issues/15342","Modal inside iframe with IE 9",2015-01-05 23:24:16.000000
IssuesEvent,twbs/bootstrap,noilly,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15497","https://github.com/twbs/bootstrap/issues/15497","Glyphicons break large button group",2015-01-05 23:57:45.000000
IssuesEvent,twbs/bootstrap,EngRajabi,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15479","https://github.com/twbs/bootstrap/issues/15479","boostrap rtl",2015-01-01 13:00:29.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15497","https://github.com/twbs/bootstrap/issues/15497","Glyphicons break .btn-group-lg height in Win Chrome",2015-01-18 23:05:05.000000
IssuesEvent,twbs/bootstrap,Merg1255,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15562","https://github.com/twbs/bootstrap/issues/15562","CSS Image rules standalone class",2015-01-14 15:29:27.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15485","https://github.com/twbs/bootstrap/issues/15485","Feedback idea: color attributes in separate css file",2015-01-03 23:48:10.000000
IssuesEvent,twbs/bootstrap,ahmedamen,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15537","https://github.com/twbs/bootstrap/issues/15537","When i click on tab i lose data and code not looping throw Model again ?",2015-01-10 14:37:58.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15677","https://github.com/twbs/bootstrap/issues/15677","Black lines in modal on IE 11, Bootstrap version 3.3.2",2015-01-28 18:04:15.000000
IssuesEvent,twbs/bootstrap,cvrebert,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15534","https://github.com/twbs/bootstrap/issues/15534","CSS3 3D transforms for Carousel aren't used in Firefox",2015-01-10 02:07:25.000000
IssuesEvent,twbs/bootstrap,shotaK,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15679","https://github.com/twbs/bootstrap/issues/15679","Warning:Ruh roh! Problem parsing or compiling Less files. Error: missing opening `(`",2015-01-27 13:11:44.000000
IssuesEvent,twbs/bootstrap,nikolas,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15532","https://github.com/twbs/bootstrap/issues/15532","Firefox <select> in modal dialog bug",2015-01-09 20:38:35.000000
IssuesEvent,twbs/bootstrap,OrganicPanda,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15652","https://github.com/twbs/bootstrap/issues/15652","radio-inline/checkbox-inline positioning issue",2015-01-23 15:24:28.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15644","https://github.com/twbs/bootstrap/issues/15644","Incorrect glyphicon displayed inside button",2015-01-23 15:54:55.000000
IssuesEvent,twbs/bootstrap,kittenkong,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15481","https://github.com/twbs/bootstrap/issues/15481","modal stops showing after a few shows/hides",2015-01-02 05:47:53.000000
IssuesEvent,twbs/bootstrap,vamsiampolu,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15517","https://github.com/twbs/bootstrap/issues/15517","Bootstrap modal working incorrectly with bootcards",2015-01-07 23:13:32.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15517","https://github.com/twbs/bootstrap/issues/15517","Bootstrap modal working incorrectly with bootcards",2015-01-07 23:27:31.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15647","https://github.com/twbs/bootstrap/issues/15647","iPad - Navbar dropdown links do not work",2015-01-30 00:29:35.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15676","https://github.com/twbs/bootstrap/issues/15676","better for popover extend.",2015-01-27 19:30:48.000000
IssuesEvent,twbs/bootstrap,GrantBartlett,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15647","https://github.com/twbs/bootstrap/issues/15647","iPad - Navbar dropdown links do not work",2015-01-23 10:02:58.000000
IssuesEvent,twbs/bootstrap,niftylettuce,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15588","https://github.com/twbs/bootstrap/issues/15588","<select> inside \""input-group\"" with \""input-group-btn\"" border radius issue (Chrome only)",2015-01-16 18:48:34.000000
IssuesEvent,twbs/bootstrap,tomhv,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15684","https://github.com/twbs/bootstrap/issues/15684","input type=\""hidden\"" causes border-radius issues in form.btn-group > .btn",2015-01-27 22:23:14.000000
IssuesEvent,twbs/bootstrap,icai,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15676","https://github.com/twbs/bootstrap/issues/15676","better for popover extend.",2015-01-27 07:20:22.000000
IssuesEvent,twbs/bootstrap,benkennedysnc,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15590","https://github.com/twbs/bootstrap/issues/15590","Tooltip misalignment w/ Horizontal Scrolling",2015-01-16 22:53:52.000000
IssuesEvent,twbs/bootstrap,mstfcbn,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15709","https://github.com/twbs/bootstrap/issues/15709","a question about license",2015-01-30 13:47:55.000000
IssuesEvent,twbs/bootstrap,homerjam,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15568","https://github.com/twbs/bootstrap/issues/15568","Flexbox support",2015-01-14 23:32:08.000000
IssuesEvent,twbs/bootstrap,draganbabic,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15615","https://github.com/twbs/bootstrap/issues/15615",".media-body element not spanning full width",2015-01-21 10:17:05.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15623","https://github.com/twbs/bootstrap/issues/15623","Wrong calculation of .container variables",2015-01-21 21:07:07.000000
IssuesEvent,twbs/bootstrap,dgofman-equinix,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15629","https://github.com/twbs/bootstrap/issues/15629","\""bottom: 0\"" is missing in Bootstrap v3.3.2 ",2015-01-21 21:10:57.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15617","https://github.com/twbs/bootstrap/issues/15617","There are both .glyphicon-euro and .glyphicon-eur in the doc",2015-01-21 21:17:00.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15629","https://github.com/twbs/bootstrap/issues/15629","\""bottom: 0\"" is missing in Bootstrap v3.3.2 ",2015-01-21 21:18:39.000000
IssuesEvent,twbs/bootstrap,addremove,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15573","https://github.com/twbs/bootstrap/issues/15573","Find if a tooltip of popover is visible",2015-01-15 15:21:00.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15488","https://github.com/twbs/bootstrap/issues/15488","Bootstrap Carousel slider not showing item contents in firefox",2015-01-10 09:52:45.000000
IssuesEvent,twbs/bootstrap,comerc,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15483","https://github.com/twbs/bootstrap/issues/15483","Modal dialog: scroll-area without shadow",2015-01-02 18:18:57.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15571","https://github.com/twbs/bootstrap/issues/15571","Not the correct size in the text input if I use the .form-group-lg in a horizontal form",2015-01-15 06:53:19.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15709","https://github.com/twbs/bootstrap/issues/15709","a question about license",2015-01-30 16:02:01.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15707","https://github.com/twbs/bootstrap/issues/15707",".btn-group-justified - not responsive on small screens",2015-01-30 16:03:23.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15672","https://github.com/twbs/bootstrap/issues/15672","Table breaks inside collapsible panel",2015-01-30 16:05:32.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15695","https://github.com/twbs/bootstrap/issues/15695","Affix smear in Chrome",2015-01-30 16:06:53.000000
IssuesEvent,twbs/bootstrap,michal222,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15711","https://github.com/twbs/bootstrap/issues/15711","Boostrap Responsive affix",2015-01-30 16:14:41.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15711","https://github.com/twbs/bootstrap/issues/15711","Boostrap Responsive affix",2015-01-30 16:31:01.000000
IssuesEvent,twbs/bootstrap,cvrebert,"reopened","https://api.github.com/repos/twbs/bootstrap/issues/15536","https://github.com/twbs/bootstrap/issues/15536","form-control-static does not take into account form-group-sm and lg",2015-01-30 16:38:19.000000
IssuesEvent,twbs/bootstrap,vsn4ik,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15682","https://github.com/twbs/bootstrap/issues/15682","Size issue on '.caret' on Mozilla Firefox",2015-01-27 21:07:38.000000
IssuesEvent,twbs/bootstrap,andre-d,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15683","https://github.com/twbs/bootstrap/issues/15683","Readonly input should not have a not-allowed cursor",2015-01-27 21:21:37.000000
IssuesEvent,twbs/bootstrap,EngRajabi,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15717","https://github.com/twbs/bootstrap/issues/15717","add variable",2015-01-31 18:57:45.000000
IssuesEvent,twbs/bootstrap,kafoso,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15616","https://github.com/twbs/bootstrap/issues/15616","Popovers: Incorrect offset/position when shown outside viewport",2015-01-20 13:35:15.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15509","https://github.com/twbs/bootstrap/issues/15509","Support RTL",2015-01-07 02:17:52.000000
IssuesEvent,twbs/bootstrap,JetQin,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15715","https://github.com/twbs/bootstrap/issues/15715"," Liquid Exception: cannot load such file -- rouge in components.html",2015-01-31 14:23:43.000000
IssuesEvent,twbs/bootstrap,julianxhokaxhiu,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15625","https://github.com/twbs/bootstrap/issues/15625","box-sizing support for Firefox <= 28 and Android <= 2.3",2015-01-21 14:01:36.000000
IssuesEvent,twbs/bootstrap,zudomc,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15626","https://github.com/twbs/bootstrap/issues/15626","[I'm not sure if this is a bug] .panel-heading custom colours",2015-01-21 14:18:48.000000
IssuesEvent,twbs/bootstrap,amiklosi,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15627","https://github.com/twbs/bootstrap/issues/15627","Popover is not positioned correctly when viewport property is used",2015-01-21 14:22:44.000000
IssuesEvent,twbs/bootstrap,CaptSaltyJack,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15713","https://github.com/twbs/bootstrap/issues/15713","How to access global vars in Meteor?",2015-01-31 09:37:34.000000
IssuesEvent,twbs/bootstrap,joebnb,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15526","https://github.com/twbs/bootstrap/issues/15526","how to use different CSSin ",2015-01-09 01:54:15.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15389","https://github.com/twbs/bootstrap/issues/15389","Content outside modal still accessible while modal is shown",2015-01-05 16:00:57.000000
IssuesEvent,twbs/bootstrap,Profforgr,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15518","https://github.com/twbs/bootstrap/issues/15518","Any way to make close buttons work if using it in non-alerts (like panels)?",2015-01-08 07:23:26.000000
IssuesEvent,twbs/bootstrap,cvrebert,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15519","https://github.com/twbs/bootstrap/issues/15519","Update version of Less.js used in the Customizer",2015-01-08 07:32:19.000000
IssuesEvent,twbs/bootstrap,kwladyka,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15695","https://github.com/twbs/bootstrap/issues/15695","[bug in chrome] Affix smear in chrome",2015-01-29 09:57:52.000000
IssuesEvent,twbs/bootstrap,cvrebert,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15555","https://github.com/twbs/bootstrap/issues/15555","Clarify that .form-inline & .form-horizontal work fine on <divs> etc. too",2015-01-13 10:57:15.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15532","https://github.com/twbs/bootstrap/issues/15532","Linux Firefox <select> in modal dialog bug",2015-01-10 00:47:10.000000
IssuesEvent,twbs/bootstrap,juthilo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15635","https://github.com/twbs/bootstrap/issues/15635","Missing color variables",2015-01-22 14:06:42.000000
IssuesEvent,twbs/bootstrap,PiKkoO,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15639","https://github.com/twbs/bootstrap/issues/15639","Animate.css + bootstrap (FireFox)",2015-01-22 14:21:21.000000
IssuesEvent,twbs/bootstrap,ricardopolo,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15570","https://github.com/twbs/bootstrap/issues/15570","Tooltip changes content after show",2015-01-15 03:42:21.000000
IssuesEvent,twbs/bootstrap,ricardopolo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15359","https://github.com/twbs/bootstrap/issues/15359","How to avoid tooltips adding `title` & `data-original-title` attributes to DOM?",2015-01-18 16:07:47.000000
IssuesEvent,twbs/bootstrap,Cederman,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15595","https://github.com/twbs/bootstrap/issues/15595","Problem triggering a modal from menu dropdown on mobile",2015-01-18 16:37:04.000000
IssuesEvent,twbs/bootstrap,alberto-bottarini,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15564","https://github.com/twbs/bootstrap/issues/15564","Difference between carousel.less and boostrap.css",2015-01-14 20:14:54.000000
IssuesEvent,twbs/bootstrap,alberto-bottarini,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15564","https://github.com/twbs/bootstrap/issues/15564","Difference between carousel.less and boostrap.css",2015-01-14 20:31:55.000000
