type,repo_name,actor_login,event,issue_url,html_url,title,created_at
IssuesEvent,twbs/bootstrap,alberto-bottarini,"reopened","https://api.github.com/repos/twbs/bootstrap/issues/15564","https://github.com/twbs/bootstrap/issues/15564","Difference between carousel.less and boostrap.css",2015-01-14 20:32:04.000000
IssuesEvent,twbs/bootstrap,alberto-bottarini,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15564","https://github.com/twbs/bootstrap/issues/15564","Difference between carousel.less and boostrap.css",2015-01-14 20:32:30.000000
IssuesEvent,twbs/bootstrap,birdwing,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15641","https://github.com/twbs/bootstrap/issues/15641","Togglable Tabs with with Templates",2015-01-22 15:30:41.000000
IssuesEvent,twbs/bootstrap,rhill45,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15508","https://github.com/twbs/bootstrap/issues/15508",".modal('show') method does not run when executed within the hidden.bs.modal event",2015-01-06 21:52:43.000000
IssuesEvent,twbs/bootstrap,notflip,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15544","https://github.com/twbs/bootstrap/issues/15544","Modal underneath content",2015-01-12 07:52:34.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15543","https://github.com/twbs/bootstrap/issues/15543","Normalize.less causing span bug within contenteditable regions with Chrome",2015-01-11 22:18:38.000000
IssuesEvent,twbs/bootstrap,Softor,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15675","https://github.com/twbs/bootstrap/issues/15675","Is line-height of input redundancy ?",2015-01-27 06:47:38.000000
IssuesEvent,twbs/bootstrap,joebnb,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15480","https://github.com/twbs/bootstrap/issues/15480","bootstrap css problem",2015-01-01 18:19:53.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15479","https://github.com/twbs/bootstrap/issues/15479","boostrap rtl",2015-01-01 18:32:18.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15480","https://github.com/twbs/bootstrap/issues/15480","bootstrap css problem",2015-01-01 18:34:16.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15490","https://github.com/twbs/bootstrap/issues/15490",".col-md-1 elements are displayed in block Level elements in IE 8",2015-01-05 19:42:45.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15393","https://github.com/twbs/bootstrap/issues/15393","Have Bootstrap plugin events forward the underlying originalEvent that caused them",2015-01-05 19:45:58.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15385","https://github.com/twbs/bootstrap/issues/15385","add  delay option for modal",2015-01-05 19:47:56.000000
IssuesEvent,twbs/bootstrap,mschipperheyn,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15587","https://github.com/twbs/bootstrap/issues/15587","Question: .media>.pull-left padding?",2015-01-16 16:58:40.000000
IssuesEvent,twbs/bootstrap,Sultenhest,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15646","https://github.com/twbs/bootstrap/issues/15646","Responsive menu problem",2015-01-23 09:44:15.000000
IssuesEvent,twbs/bootstrap,rhill45,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15489","https://github.com/twbs/bootstrap/issues/15489","v331 possible continued issues with large modal unscrollable",2015-01-04 21:59:56.000000
IssuesEvent,twbs/bootstrap,cvrebert,"reopened","https://api.github.com/repos/twbs/bootstrap/issues/12832","https://github.com/twbs/bootstrap/issues/12832","sticky :hover on mobile causes bad UX for button checkbox/radio groups toggle",2015-01-21 01:43:56.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15609","https://github.com/twbs/bootstrap/issues/15609","class=\""active\"" not updating",2015-01-19 22:10:13.000000
IssuesEvent,twbs/bootstrap,danielnixon,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15610","https://github.com/twbs/bootstrap/issues/15610","Placeholders vs labels",2015-01-19 22:47:21.000000
IssuesEvent,twbs/bootstrap,patrickhlauke,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15545","https://github.com/twbs/bootstrap/issues/15545","Bootstrap. Newbie needs advice",2015-01-12 11:02:44.000000
IssuesEvent,twbs/bootstrap,morgan-linux,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15669","https://github.com/twbs/bootstrap/issues/15669","Bootstrap displays double scrollbar on modals",2015-01-26 14:34:12.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15562","https://github.com/twbs/bootstrap/issues/15562","CSS Image rules standalone class",2015-01-18 05:09:47.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15506","https://github.com/twbs/bootstrap/issues/15506","Text rendering temporarily changes during carousel transition in WebKit/Blink",2015-01-18 05:40:52.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15510","https://github.com/twbs/bootstrap/issues/15510","Heading + Small + Pulling",2015-01-18 05:50:55.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15493","https://github.com/twbs/bootstrap/issues/15493","Improve visibility of text in <small> elements within panel-title of panel-primary",2015-01-18 05:51:25.000000
IssuesEvent,twbs/bootstrap,kwladyka,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15643","https://github.com/twbs/bootstrap/issues/15643","[bug] tooltip in navbar doesn't work",2015-01-22 21:18:34.000000
IssuesEvent,twbs/bootstrap,onebree,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15644","https://github.com/twbs/bootstrap/issues/15644","Incorrect glyphicon displayed inside button",2015-01-22 21:59:36.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15692","https://github.com/twbs/bootstrap/issues/15692","Add .list-group-condensed",2015-01-29 15:54:03.000000
IssuesEvent,twbs/bootstrap,wolfy1339,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15525","https://github.com/twbs/bootstrap/issues/15525","navbar: multiple dropdowns don't work",2015-01-08 22:54:45.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15548","https://github.com/twbs/bootstrap/issues/15548","Add margin-top to columns when they stack",2015-01-12 20:28:40.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15663","https://github.com/twbs/bootstrap/issues/15663","Improve grid system: .float-right-md",2015-01-24 04:40:35.000000
IssuesEvent,twbs/bootstrap,DanielApt,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15521","https://github.com/twbs/bootstrap/issues/15521","Tooltips and popovers with selector throw an error when being destroyed",2015-01-08 13:34:59.000000
IssuesEvent,twbs/bootstrap,gmox,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15487","https://github.com/twbs/bootstrap/issues/15487","Active buttons stay active while focused",2015-01-04 08:25:47.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/14897","https://github.com/twbs/bootstrap/issues/14897","Add permalink on hover in docs headers",2015-01-22 03:21:34.000000
IssuesEvent,twbs/bootstrap,mdo,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15501","https://github.com/twbs/bootstrap/issues/15501","Consider adding \""bootstrap-X.Y.Z/\"" to the zip path of the dist downloads",2015-01-22 03:56:59.000000
IssuesEvent,twbs/bootstrap,jamespavett,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15704","https://github.com/twbs/bootstrap/issues/15704","Small issue with overlapping",2015-01-29 22:04:25.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15704","https://github.com/twbs/bootstrap/issues/15704","Small issue with overlapping",2015-01-29 22:42:35.000000
IssuesEvent,twbs/bootstrap,whardier,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15702","https://github.com/twbs/bootstrap/issues/15702","navbar-fixed-top issue between 3.2.0 and 3.3.x",2015-01-29 22:42:51.000000
IssuesEvent,twbs/bootstrap,whardier,"reopened","https://api.github.com/repos/twbs/bootstrap/issues/15702","https://github.com/twbs/bootstrap/issues/15702","navbar-fixed-top issue between 3.2.0 and 3.3.x",2015-01-29 22:43:16.000000
IssuesEvent,twbs/bootstrap,comerc,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15663","https://github.com/twbs/bootstrap/issues/15663","Improve grid system: .float-right-md",2015-01-24 03:52:58.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15608","https://github.com/twbs/bootstrap/issues/15608","Derivation of @popover-max-width's value?",2015-01-20 00:55:31.000000
IssuesEvent,twbs/bootstrap,enashnash,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15612","https://github.com/twbs/bootstrap/issues/15612","3.3.1 nuget package only includes first 200 glyphicons (60 missing)",2015-01-20 00:58:58.000000
IssuesEvent,twbs/bootstrap,cvrebert,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15667","https://github.com/twbs/bootstrap/issues/15667","Adding a box behind the text",2015-01-25 17:09:25.000000
IssuesEvent,twbs/bootstrap,Khrysller,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15556","https://github.com/twbs/bootstrap/issues/15556","Tooltip font in 3.3.1 set to default",2015-01-13 14:46:51.000000
IssuesEvent,twbs/bootstrap,patrickhlauke,"closed","https://api.github.com/repos/twbs/bootstrap/issues/15487","https://github.com/twbs/bootstrap/issues/15487",":focus and .active styles indistinguishable on toggle buttons",2015-01-04 13:43:06.000000
IssuesEvent,twbs/bootstrap,miksh7,"opened","https://api.github.com/repos/twbs/bootstrap/issues/15671","https://github.com/twbs/bootstrap/issues/15671","BS 3.3.2 is not available on Nuget yet",2015-01-26 18:31:25.000000
